㖈 䎛 U+3588 U+439B
罝 𦊨 U+7F5D U+262A8
罟 𦊖 U+7F5F U+26296
罟 𦊟 U+7F5F U+2629F
罣 𦊱 U+7F63 U+262B1
罥 𦋀 U+7F65 U+262C0
罥 羂 U+7F65 U+7F82
罥 𦊰 U+7F65 U+262B0
罨 𥯃 U+7F68 U+25BC3
罩 䈇 U+7F69 U+4207
罪 𡈚 U+7F6A U+2121A
罪 辠 U+7F6A U+8FA0
罭 䍞 U+7F6D U+435E
置 𦋽 U+7F6E U+262FD
置 𦋲 U+7F6E U+262F2
置 𣇣 U+7F6E U+231E3
罰 罸 U+7F70 U+7F78
罵 駡 U+7F75 U+99E1
罶 羀 U+7F76 U+7F80
罽 𦋺 U+7F7D U+262FA
罽 𦌓 U+7F7D U+26313
罾 𦌘 U+7F7E U+26318
羅 罗 U+7F85 U+7F57
羆 𥀍 U+7F86 U+2500D
羈 覊 U+7F88 U+898A
羈 𦌭 U+7F88 U+2632D
羈 覉 U+7F88 U+8989
羈 䩭 U+7F88 U+4A6D
羌 羗 U+7F8C U+7F97
羌 𦍑 U+7F8C U+26351
羌 𦍎 U+7F8C U+2634E
羍 𦍐 U+7F8D U+26350
美 羙 U+7F8E U+7F99
羖 𦍩 U+7F96 U+26369
羚 𦏪 U+7F9A U+263EA
羚 𦏰 U+7F9A U+263F0
羝 𦍝 U+7F9D U+2635D
羝 𦍞 U+7F9D U+2635E
群 羣 U+7FA4 U+7FA3
義 义 U+7FA9 U+4E49
羱 𦍘 U+7FB1 U+26358
羲 𦏁 U+7FB2 U+263C1
羶 羴 U+7FB6 U+7FB4
羹 𦎟 U+7FB9 U+2639F
羹 𡙡 U+7FB9 U+21661
羹 羮 U+7FB9 U+7FAE
羹 𩱋 U+7FB9 U+29C4B
羺 𦏌 U+7FBA U+263CC
羿 𦐧 U+7FBF U+26427
羿 𢏗 U+7FBF U+223D7
翅 𦐊 U+7FC5 U+2640A
翅 翄 U+7FC5 U+7FC4
翠 翆 U+7FE0 U+7FC6
翥 䬡 U+7FE5 U+4B21
翦 𦒕 U+7FE6 U+26495
翬 翚 U+7FEC U+7FDA
翰 𦒋 U+7FF0 U+2648B
翰 𨎰 U+7FF0 U+283B0
翱 翺 U+7FF1 U+7FFA
翱 𦒡 U+7FF1 U+264A1
翻 飜 U+7FFB U+98DC
翼 𦏵 U+7FFC U+263F5
翼 䋚 U+7FFC U+42DA
翽 翙 U+7FFD U+7FD9
老 𦒳 U+8001 U+264B3
老 𠄰 U+8001 U+20130
考 𦒱 U+8003 U+264B1
耄 𩲘 U+8004 U+29C98
耄 𦽡 U+8004 U+26F61
耄 𦹾 U+8004 U+26E7E
耄 㿞 U+8004 U+3FDE
耄 𧂕 U+8004 U+27095
耆 𦒿 U+8006 U+264BF
耇 耈 U+8007 U+8008
耎 𨅲 U+800E U+28172
耎 䎡 U+800E U+43A1
耐 𦓎 U+8010 U+264CE
耔 秄 U+8014 U+79C4
耕 畊 U+8015 U+754A
耕 𥝷 U+8015 U+25777
耘 秐 U+8018 U+79D0
耘 𦶮 U+8018 U+26DAE
耘 𦔐 U+8018 U+26510
耘 𦓷 U+8018 U+264F7
耨 䅶 U+8028 U+4176
耬 𦔪 U+802C U+2652A
耬 䅹 U+802C U+4179
耽 𨈨 U+803D U+28228
耽 躭 U+803D U+8EAD
耽 𨈔 U+803D U+28214
耽 𧴸 U+803D U+27D38
耽 𨊍 U+803D U+2828D
耽 𤯉 U+803D U+24BC9
耽 𨈠 U+803D U+28220
耽 𦕍 U+803D U+2654D
耽 𨊗 U+803D U+28297
聃 𨈭 U+8043 U+2822D
聃 耼 U+8043 U+803C
聃 𨈜 U+8043 U+2821C
聊 𦕅 U+804A U+26545
聊 𦕼 U+804A U+2657C
聊 𦖂 U+804A U+26582
聒 𠅪 U+8052 U+2016A
聒 𦕾 U+8052 U+2657E
聖 𤦉 U+8056 U+24989
聖 𠄵 U+8056 U+20135
聖 垩 U+8056 U+57A9
聘 𨉯 U+8058 U+2826F
聚 𨞮 U+805A U+287AE
聚 𦕦 U+805A U+26566
聞 䎹 U+805E U+43B9
聞 𥹢 U+805E U+25E62
聯 聨 U+806F U+8068
聯 䏈 U+806F U+43C8
聯 聫 U+806F U+806B
聰 聡 U+8070 U+8061
聰 聦 U+8070 U+8066
聰 𦖻 U+8070 U+265BB
聰 𦖟 U+8070 U+2659F
聲 殸 U+8072 U+6BB8
聲 声 U+8072 U+58F0
職 軄 U+8077 U+8EC4
聹 𨊓 U+8079 U+28293
聽 𦔽 U+807D U+2653D
聽 𪢧 U+807D U+2A8A7
聽 𦖆 U+807D U+26586
聽 𦕘 U+807D U+26558
聽 聼 U+807D U+807C
聽 𦗟 U+807D U+265DF
聽 𦕢 U+807D U+26562
聽 𠯸 U+807D U+20BF8
聽 聴 U+807D U+8074
聾 𦗤 U+807E U+265E4
聾 䏊 U+807E U+43CA
聿 肀 U+807F U+8080
肄 𦘗 U+8084 U+26617
肅 䏋 U+8085 U+43CB
肅 粛 U+8085 U+7C9B
肆 𢑨 U+8086 U+22468
肇 肈 U+8087 U+8088
肉 宍 U+8089 U+5B8D
肉 𡧢 U+8089 U+219E2
肋 𦟯 U+808B U+267EF
肐 𩨘 U+8090 U+29A18
肐 𦘸 U+8090 U+26638
肒 𦘾 U+8092 U+2663E
肙 䏍 U+8099 U+43CD
股 脵 U+80A1 U+8135
股 𦙶 U+80A1 U+26676
肢 𨈛 U+80A2 U+2821B
肥 𦘺 U+80A5 U+2663A
肩 𡱎 U+80A9 U+21C4E
肩 𢩌 U+80A9 U+22A4C
肪 𩨣 U+80AA U+29A23
肯 𣍟 U+80AF U+2335F
肯 肻 U+80AF U+80BB
肯 𦚋 U+80AF U+2668B
肱 𠃋 U+80B1 U+200CB
肱 𠫔 U+80B1 U+20AD4
肱 厷 U+80B1 U+53B7
肸 𦙝 U+80B8 U+2665D
胃 𦞅 U+80C3 U+26785
胃 𦝩 U+80C3 U+26769
胄 伷 U+80C4 U+4F37
胇 𦕚 U+80C7 U+2655A
胊 𠣪 U+80CA U+208EA
胐 𦜇 U+80D0 U+26707
胗 𣍨 U+80D7 U+23368
胚 肧 U+80DA U+80A7
胛 𩨹 U+80DB U+29A39
胝 𦙠 U+80DD U+26660
胝 𦙘 U+80DD U+26658
胝 𦙁 U+80DD U+26641
胤 𠉥 U+80E4 U+20265
胤 㣧 U+80E4 U+38E7
胥 𦙃 U+80E5 U+26643
胯 𦜮 U+80EF U+2672E
胸 𦙄 U+80F8 U+26644
胸 胷 U+80F8 U+80F7
胸 𦚾 U+80F8 U+266BE
胼 腁 U+80FC U+8141
能 䏻 U+80FD U+43FB
脅 𦚰 U+8105 U+266B0
脅 脇 U+8105 U+8107
脆 脃 U+8106 U+8103
脈 䘑 U+8108 U+4611
脈 𧖹 U+8108 U+275B9
脈 𧖴 U+8108 U+275B4
脈 脉 U+8108 U+8109
脈 衇 U+8108 U+8847
脊 𦙊 U+810A U+2664A
脖 𩓐 U+8116 U+294D0
脣 䫃 U+8123 U+4AC3
脣 𠼉 U+8123 U+20F09
脹 痮 U+8139 U+75EE
脾 𦜉 U+813E U+26709
腆 䐌 U+8146 U+440C
腊 臈 U+814A U+81C8
腌 𦛞 U+814C U+266DE
腎 𦛒 U+814E U+266D2
腕 𢯲 U+8155 U+22BF2
腕 𦙵 U+8155 U+26675
腕 𢫪 U+8155 U+22AEA
腢 髃 U+8162 U+9AC3
腥 𦎬 U+8165 U+263AC
腦 匘 U+8166 U+5318
腦 𦛁 U+8166 U+266C1
腦 𡍗 U+8166 U+21357
腦 𦜩 U+8166 U+26729
腦 𠜶 U+8166 U+20736
腦 𦠊 U+8166 U+2680A
腩 𦝧 U+8169 U+26767
腮 顋 U+816E U+984B
腰 𦝫 U+8170 U+2676B
腳 脚 U+8173 U+811A
腴 𦚤 U+8174 U+266A4
腸 膓 U+8178 U+8193
腿 骽 U+817F U+9ABD
膇 㾽 U+8187 U+3FBD
膊 𦢸 U+818A U+268B8
膚 𦢚 U+819A U+2689A
膝 𦡀 U+819D U+26840
膝 𦞃 U+819D U+26783
膣 腟 U+81A3 U+815F
膩 𧸐 U+81A9 U+27E10
膰 㸋 U+81B0 U+3E0B
膳 饍 U+81B3 U+994D
膺 𩪠 U+81BA U+29AA0
膺 𦢻 U+81BA U+268BB
膽 胆 U+81BD U+80C6
臀 𡱂 U+81C0 U+21C42
臂 𦡜 U+81C2 U+2685C
臃 𦡚 U+81C3 U+2685A
臆 𩪙 U+81C6 U+29A99
臆 𩪣 U+81C6 U+29AA3
臇 𤎱 U+81C7 U+243B1
臊 𦞣 U+81CA U+267A3
臍 𪗇 U+81CD U+2A5C7
臍 䐡 U+81CD U+4421
臍 𪗌 U+81CD U+2A5CC
臏 髌 U+81CF U+9ACC
臝 𧝹 U+81DD U+27779
臞 癯 U+81DE U+766F
臟 臓 U+81DF U+81D3
臣 𢘑 U+81E3 U+22611
臥 卧 U+81E5 U+5367
臧 𠗱 U+81E7 U+205F1
臨 𦣷 U+81E8 U+268F7
臭 臰 U+81ED U+81F0
臭 𦤀 U+81ED U+26900
臮 𦤌 U+81EE U+2690C
臲 𦤞 U+81F2 U+2691E
至 𡊏 U+81F3 U+2128F
臺 㙜 U+81FA U+365C
臺 㙵 U+81FA U+3675
臺 𡋛 U+81FA U+212DB
臺 䑓 U+81FA U+4453
臾 㬰 U+81FE U+3B30
臿 𢆍 U+81FF U+2218D
臿 𠚏 U+81FF U+2068F
舀 𦦌 U+8200 U+2698C
舀 𦥞 U+8200 U+2695E
舀 𦥝 U+8200 U+2695D
舁 𦥠 U+8201 U+26960
舄 舃 U+8204 U+8203
舄 𩍆 U+8204 U+29346
舄 𩊿 U+8204 U+292BF
與 𠔔 U+8207 U+20514
興 㒷 U+8208 U+34B7
舉 𠃥 U+8209 U+200E5
舉 擧 U+8209 U+64E7
舉 㪯 U+8209 U+3AAF
舊 𦾔 U+820A U+26F94
舊 旧 U+820A U+65E7
舍 舎 U+820D U+820E
舐 𦧇 U+8210 U+269C7
舐 𦧪 U+8210 U+269EA
舐 𦧧 U+8210 U+269E7
舐 䑛 U+8210 U+445B
舐 舓 U+8210 U+8213
舒 𨥤 U+8212 U+28964
舔 㖭 U+8214 U+35AD
舛 𣧘 U+821B U+239D8
舜 𡐩 U+821C U+21429
舞 𦐀 U+821E U+26400
舠 𦩍 U+8220 U+26A4D
般 𦨗 U+822C U+26A17
舲 𦪩 U+8232 U+26AA9
舲 𦫃 U+8232 U+26AC3
舵 䑨 U+8235 U+4468
舶 艊 U+8236 U+824A
船 𣍬 U+8239 U+2336C
船 舩 U+8239 U+8229
艇 𦨿 U+8247 U+26A3F
艖 𦪸 U+8256 U+26AB8
艘 䑹 U+8258 U+4479
艜 舦 U+825C U+8226
艟 𦨴 U+825F U+26A34
艮 㫐 U+826E U+3AD0
良 𡆨 U+826F U+211A8
艱 囏 U+8271 U+56CF
色 𢒸 U+8272 U+224B8
艴 𦫛 U+8274 U+26ADB
艾 𦫿 U+827E U+26AFF
芋 芌 U+828B U+828C
芑 芑 U+8291 U+2F98F
芑 𦬊 U+8291 U+26B0A
芒 𦬆 U+8292 U+26B06
芒 杧 U+8292 U+6767
芛 𦭽 U+829B U+26B7D
芛 茟 U+829B U+831F
芟 𠚹 U+829F U+206B9
芬 𡵳 U+82AC U+21D73
花 𤾸 U+82B1 U+24FB8
花 𤾸 U+82B1 U+2F93C
花 芲 U+82B1 U+82B2
花 𤾡 U+82B1 U+24FA1
花 蘤 U+82B1 U+8624
芹 䓅 U+82B9 U+44C5
芻 蒭 U+82BB U+84AD
芻 𦷝 U+82BB U+26DDD
苃 𢇬 U+82C3 U+221EC
苓 䕘 U+82D3 U+4558
苕 䒒 U+82D5 U+4492
苗 𡩈 U+82D7 U+21A48
苟 𠷜 U+82DF U+20DDC
苡 苢 U+82E1 U+82E2
若 𦴈 U+82E5 U+26D08
若 𡻦 U+82E5 U+21EE6
若 𠰥 U+82E5 U+20C25
若 𦱡 U+82E5 U+26C61
英 𦮥 U+82F1 U+26BA5
茆 𦯆 U+8306 U+26BC6
茇 𦭞 U+8307 U+26B5E
茜 𦵻 U+831C U+26D7B
茫 𣴭 U+832B U+23D2D
茭 𦺏 U+832D U+26E8F
茲 𦱳 U+8332 U+26C73
茶 𣗪 U+8336 U+235EA
荊 荆 U+834A U+8346
荊 𠛼 U+834A U+206FC
荒 𠃤 U+8352 U+200E4
荒 𠯚 U+8352 U+20BDA
荔 茘 U+8354 U+8318
荔 栛 U+8354 U+681B
荶 䕾 U+8376 U+457E
荷 𢬲 U+8377 U+22B32
荻 𧁱 U+837B U+27071
荻 𥭳 U+837B U+25B73
荽 𦯩 U+837D U+26BE9
莊 荘 U+838A U+8358
莊 𠗎 U+838A U+205CE
莊 㽵 U+838A U+3F75
莋 𦰼 U+838B U+26C3C
莎 𢘿 U+838E U+2263F
莎 䔋 U+838E U+450B
莞 𦯜 U+839E U+26BDC
莣 𦯌 U+83A3 U+26BCC
莦 𦷟 U+83A6 U+26DDF
莫 䒬 U+83AB U+44AC
莫 𦱤 U+83AB U+26C64
莽 莾 U+83BD U+83BE
菅 𦭂 U+83C5 U+26B42
菉 𦾯 U+83C9 U+26FAF
菋 苿 U+83CB U+82FF
菑 𦸜 U+83D1 U+26E1C
菑 𠚀 U+83D1 U+20680
菑 𠙹 U+83D1 U+20679
菑 𠙾 U+83D1 U+2067E
菟 莵 U+83DF U+83B5
菡 䓿 U+83E1 U+44FF
菢 𣭀 U+83E2 U+23B40
菢 勽 U+83E2 U+52FD
菤 𦶘 U+83E4 U+26D98
菫 䒺 U+83EB U+44BA
華 蕐 U+83EF U+8550
華 𧅅 U+83EF U+27145
華 䔢 U+83EF U+4522
菰 苽 U+83F0 U+82FD
菱 𧅊 U+83F1 U+2714A
菴 葊 U+83F4 U+844A
菹 𦵔 U+83F9 U+26D54
菼 𦽉 U+83FC U+26F49
菽 𦯂 U+83FD U+26BC2
萁 𦬟 U+8401 U+26B1F
萆 𦸣 U+8406 U+26E23
萌 萠 U+840C U+8420
萬 㸘 U+842C U+3E18
萴 荝 U+8434 U+835D
萼 蕚 U+843C U+855A
葅 𦯓 U+8445 U+26BD3
葉 𦰗 U+8449 U+26C17
葉 𦰧 U+8449 U+26C27
葌 䔵 U+844C U+4535
葚 𣞵 U+845A U+237B5
董 𦱦 U+8463 U+26C66
葦 𥯤 U+8466 U+25BE4
葬 𦵏 U+846C U+26D4F
葬 𦱼 U+846C U+26C7C
葬 塟 U+846C U+585F
葰 䕑 U+8470 U+4551
蒍 蔿 U+848D U+853F
蒜 䔉 U+849C U+4509
蒞 𦲷 U+849E U+26CB7
蒸 䒱 U+84B8 U+44B1
蒼 𡶍 U+84BC U+21D8D
蓀 𦺈 U+84C0 U+26E88
蓋 葢 U+84CB U+8462
蓋 盖 U+84CB U+76D6
蓍 𦮂 U+84CD U+26B82
蓑 𦸏 U+84D1 U+26E0F
蓑 𠱗 U+84D1 U+20C57
蓖 萞 U+84D6 U+841E
蓖 𦱔 U+84D6 U+26C54
蓧 莜 U+84E7 U+839C
蓱 𦶊 U+84F1 U+26D8A
蓴 蒓 U+84F4 U+8493
蓴 莼 U+84F4 U+83BC
蓽 𦸩 U+84FD U+26E29
蔆 䔖 U+8506 U+4516
蔓 𦽦 U+8513 U+26F66
蔕 慸 U+8515 U+6178
蔕 𧀱 U+8515 U+27031
蔗 𧀹 U+8517 U+27039
蔚 嶎 U+851A U+5D8E
蔡 𣞖 U+8521 U+23796
蔥 葱 U+8525 U+8471
蔥 𢚱 U+8525 U+226B1
蔥 䓗 U+8525 U+44D7
蔭 䕃 U+852D U+4543
蔻 䓻 U+853B U+44FB
蔻 𦽛 U+853B U+26F5B
蔽 𦿔 U+853D U+26FD4
蕊 𧄜 U+854A U+2711C
蕊 蕋 U+854A U+854B
蕊 蘂 U+854A U+8602
蕞 𦸤 U+855E U+26E24
蕡 𦶁 U+8561 U+26D81
蕢 𧂟 U+8562 U+2709F
蕣 橓 U+8563 U+6A53
蕤 𦼆 U+8564 U+26F06
蕤 甤 U+8564 U+7524
蕩 盪 U+8569 U+76EA
蕩 𣻭 U+8569 U+23EED
蕩 蘯 U+8569 U+862F
蕩 𥂳 U+8569 U+250B3
蕩 𠎯 U+8569 U+203AF
蕩 𣿴 U+8569 U+23FF4
蕩 𣿘 U+8569 U+23FD8
薅 𢫩 U+8585 U+22AE9
薅 𣐾 U+8585 U+2343E
薏 𦺳 U+858F U+26EB3
薑 葁 U+8591 U+8441
薑 䕬 U+8591 U+456C
薛 𦵮 U+859B U+26D6E
薤 䪥 U+85A4 U+4AA5
薰 薫 U+85B0 U+85AB
薰 蘍 U+85B0 U+860D
薶 䔆 U+85B6 U+4506
薺 萕 U+85BA U+8415
藀 𦳖 U+85C0 U+26CD6
藂 䕺 U+85C2 U+457A
藇 𨣦 U+85C7 U+288E6
藏 匨 U+85CF U+5328
藏 蔵 U+85CF U+8535
藐 𧂀 U+85D0 U+27080
藕 𦸲 U+85D5 U+26E32
藕 㒖 U+85D5 U+3496
藝 蓺 U+85DD U+84FA
藝 兿 U+85DD U+517F
藟 蘽 U+85DF U+863D
藤 䕨 U+85E4 U+4568
藥 薬 U+85E5 U+85AC
藪 𡾄 U+85EA U+21F84
藷 𧄔 U+85F7 U+27114
藻 𧀉 U+85FB U+27009
藻 𦸼 U+85FB U+26E3C
蘀 萚 U+8600 U+841A
蘄 𥷋 U+8604 U+25DCB
蘅 𧄇 U+8605 U+27107
蘆 芦 U+8606 U+82A6
蘇 𧁨 U+8607 U+27068
蘗 檘 U+8617 U+6A98
蘘 𧅍 U+8618 U+2714D
蘥 𦿈 U+8625 U+26FC8
蘧 𠙢 U+8627 U+20662
蘬 𦺕 U+862C U+26E95
蘵 𧄕 U+8635 U+27115
虋 𧄸 U+864B U+27138
虍 𧇁 U+864D U+271C1
虎 虝 U+864E U+865D
虎 𧆞 U+864E U+2719E
虎 乕 U+864E U+4E55
虎 𢁺 U+864E U+2207A
虐 䖈 U+8650 U+4588
虔 𠧘 U+8654 U+209D8
虔 䖍 U+8654 U+458D
虔 𧆛 U+8654 U+2719B
處 𩂜 U+8655 U+2909C
處 処 U+8655 U+51E6
處 𩂫 U+8655 U+290AB
處 𠙚 U+8655 U+2065A
處 䖏 U+8655 U+458F
處 𩂭 U+8655 U+290AD
處 𧇤 U+8655 U+271E4
處 𠁅 U+8655 U+20045
虛 虚 U+865B U+865A
虛 𣦄 U+865B U+23984
虛 虗 U+865B U+8657
虞 𠈌 U+865E U+2020C
虞 𩃉 U+865E U+290C9
虞 𩦢 U+865E U+299A2
號 号 U+865F U+53F7
虡 𧇆 U+8661 U+271C6
虡 簴 U+8661 U+7C34
虡 𧇽 U+8661 U+271FD
虡 𧆾 U+8661 U+271BE
虡 𥲤 U+8661 U+25CA4
虡 𧇀 U+8661 U+271C0
虧 𧟯 U+8667 U+277EF
虧 𧇊 U+8667 U+271CA
虧 𧇾 U+8667 U+271FE
虫 䖝 U+866B U+459D
虯 虬 U+866F U+866C
虯 𪓔 U+866F U+2A4D4
虯 𪓓 U+866F U+2A4D3
虱 𧌡 U+8671 U+27321
虴 𧎩 U+8674 U+273A9
虺 𩗝 U+867A U+295DD
虺 𠙍 U+867A U+2064D
虺 𧉇 U+867A U+27247
虻 䗈 U+867B U+45C8
虻 䖟 U+867B U+459F
虻 𧌦 U+867B U+27326
虻 蝱 U+867B U+8771
蚊 𧊈 U+868A U+27288
蚊 蟁 U+868A U+87C1
蚊 螡 U+868A U+87A1
蚊 𧉬 U+868A U+2726C
蚋 蜹 U+868B U+8739
蚌 𧉻 U+868C U+2727B
蚓 𧈳 U+8693 U+27233
蚔 𧏁 U+8694 U+273C1
蚞 𧉱 U+869E U+27271
蚤 𧈡 U+86A4 U+27221
蚤 𧈸 U+86A4 U+27238
蚤 𧎮 U+86A4 U+273AE
蚤 䖣 U+86A4 U+45A3
蚰 𧏿 U+86B0 U+273FF
蚸 𧈼 U+86B8 U+2723C
蚺 蚦 U+86BA U+86A6
蛆 𧐅 U+86C6 U+27405
蛇 𧉮 U+86C7 U+2726E
蛇 虵 U+86C7 U+8675
蛉 𧕅 U+86C9 U+27545
蛋 疍 U+86CB U+758D
蛑 䗋 U+86D1 U+45CB
蛔 蚘 U+86D4 U+8698
蛔 𧍚 U+86D4 U+2735A
蛔 蛕 U+86D4 U+86D5
蛔 痐 U+86D4 U+75D0
蛔 蜖 U+86D4 U+8716
蛗 𧌓 U+86D7 U+27313
蛗 䘀 U+86D7 U+4600
蛘 𧋪 U+86D8 U+272EA
蛘 𧓲 U+86D8 U+274F2
蛘 䖹 U+86D8 U+45B9
蛙 鼃 U+86D9 U+9F03
蛙 䵷 U+86D9 U+4D77
蛛 鼄 U+86DB U+9F04
蛤 𧊧 U+86E4 U+272A7
蛩 𧉨 U+86E9 U+27268
蛬 𧋯 U+86EC U+272EF
蛭 𧓳 U+86ED U+274F3
蛾 䖸 U+86FE U+45B8
蛾 𧒎 U+86FE U+2748E
蜂 蠭 U+8702 U+882D
蜂 𧒒 U+8702 U+27492
蜂 䗦 U+8702 U+45E6
蜃 𧒏 U+8703 U+2748F
蜆 𧖙 U+8706 U+27599
蜆 䗾 U+8706 U+45FE
蜇 𧑱 U+8707 U+27471
蜇 𧋍 U+8707 U+272CD
蜊 䖽 U+870A U+45BD
蜓 𧍿 U+8713 U+2737F
蜓 𧉰 U+8713 U+27270
蜘 𧌲 U+8718 U+27332
蜘 鼅 U+8718 U+9F05
蜚 𧓊 U+871A U+274CA
蜚 𧍃 U+871A U+27343
蜜 𧉴 U+871C U+27274
蜜 𦸞 U+871C U+26E1E
蜞 蜝 U+871E U+871D
蜡 䄍 U+8721 U+410D
蜣 𧏙 U+8723 U+273D9
蜰 𧌘 U+8730 U+27318
蜴 𧊤 U+8734 U+272A4
蜿 䖤 U+873F U+45A4
蝌 𧎗 U+874C U+27397
蝕 𧐂 U+8755 U+27402
蝟 猬 U+875F U+732C
蝡 𧏦 U+8761 U+273E6
蝡 𧔀 U+8761 U+27500
蝣 𧌕 U+8763 U+27315
蝦 𧎂 U+8766 U+27382
蝦 鰕 U+8766 U+9C15
蝨 𧒢 U+8768 U+274A2
蝨 𧈲 U+8768 U+27232
蝭 𧍝 U+876D U+2735D
融 螎 U+878D U+878E
螜 𧏚 U+879C U+273DA
螢 𧓌 U+87A2 U+274CC
螢 蛍 U+87A2 U+86CD
螣 𧑞 U+87A3 U+2745E
螫 𧐭 U+87AB U+2742D
螬 𧕐 U+87AC U+27550
螭 𡖟 U+87AD U+2159F
螯 𧒥 U+87AF U+274A5
螯 𩪋 U+87AF U+29A8B
螹 𧐮 U+87B9 U+2742E
螽 𧕠 U+87BD U+27560
蟀 蜶 U+87C0 U+8736
蟆 䗫 U+87C6 U+45EB
蟊 䖥 U+87CA U+45A5
蟒 蠎 U+87D2 U+880E
蟒 𧎔 U+87D2 U+27394
蟔 䘃 U+87D4 U+4603
蟘 𧎬 U+87D8 U+273AC
蟘 𧎢 U+87D8 U+273A2
蟘 𧈩 U+87D8 U+27229
蟘 𧈱 U+87D8 U+27231
蟛 蟚 U+87DB U+87DA
蟠 𧓙 U+87E0 U+274D9
蟹 蠏 U+87F9 U+880F
蟹 𩼠 U+87F9 U+29F20
蟺 蟮 U+87FA U+87EE
蠁 蚃 U+8801 U+8683
蠃 𧕳 U+8803 U+27573
蠅 蝇 U+8805 U+8747
蠅 蝿 U+8805 U+877F
蠆 𧍣 U+8806 U+27363
蠆 𧓵 U+8806 U+274F5
蠆 䘍 U+8806 U+460D
蠈 𧒿 U+8808 U+274BF
蠐 𧖊 U+8810 U+2758A
蠔 𧐢 U+8814 U+27422
蠕 𧔇 U+8815 U+27507
蠕 𧏦 U+8815 U+273E6
蠕 蝡 U+8815 U+8761
蠕 𧔀 U+8815 U+27500
蠕 𧑮 U+8815 U+2746E
蠙 𧓍 U+8819 U+274CD
蠟 䗶 U+881F U+45F6
蠡 𢍝 U+8821 U+2235D
蠡 䗍 U+8821 U+45CD
蠡 𧋠 U+8821 U+272E0
蠢 𢧋 U+8822 U+229CB
蠥 𧒣 U+8825 U+274A3
蠥 𧕏 U+8825 U+2754F
蠵 𧔍 U+8835 U+2750D
蠵 𧓾 U+8835 U+274FE
蠶 𧑯 U+8836 U+2746F
蠶 䗝 U+8836 U+45DD
蠹 𧓜 U+8839 U+274DC
蠹 𧑠 U+8839 U+27460
蠹 蠧 U+8839 U+8827
蠹 𧔬 U+8839 U+2752C
蠹 𧖌 U+8839 U+2758C
蠹 𡕎 U+8839 U+2154E
蠹 𥗤 U+8839 U+255E4
蠹 螙 U+8839 U+8799
蠹 𧋌 U+8839 U+272CC
蠾 𧑏 U+883E U+2744F
衄 𧖩 U+8844 U+275A9
衄 衂 U+8844 U+8842
衄 䘐 U+8844 U+4610
衋 𧗙 U+884B U+275D9
衒 䝮 U+8852 U+476E
衒 𧗳 U+8852 U+275F3
術 𧗱 U+8853 U+275F1
衛 衞 U+885B U+885E
衝 𧘂 U+885D U+27602
衡 𢖍 U+8861 U+2258D
衡 𤈭 U+8861 U+2422D
衡 𡘻 U+8861 U+2163B
表 𧘝 U+8868 U+2761D
衭 㠸 U+886D U+3838
衰 𠆂 U+8870 U+20182
衰 𠌺 U+8870 U+2033A
衷 𠂻 U+8877 U+200BB
衽 袵 U+887D U+88B5
袁 𡊮 U+8881 U+212AE
袋 帒 U+888B U+5E12
袖 褏 U+8896 U+890F
袖 褎 U+8896 U+890E
袖 𠍡 U+8896 U+20361
袞 衮 U+889E U+886E
袧 𧘤 U+88A7 U+27624
裀 𧛑 U+88C0 U+276D1
裂 𧛵 U+88C2 U+276F5
裉 褃 U+88C9 U+8903
裔 𧚞 U+88D4 U+2769E
裔 𧘉 U+88D4 U+27609
裔 𧜉 U+88D4 U+27709
裔 𧜟 U+88D4 U+2771F
裔 𧛨 U+88D4 U+276E8
裕 𥙿 U+88D5 U+2567F
裕 䘱 U+88D5 U+4631
裙 裠 U+88D9 U+88E0
裙 帬 U+88D9 U+5E2C
裙 𢂽 U+88D9 U+220BD
補 𢒏 U+88DC U+2248F
補 𥙷 U+88DC U+25677
補 补 U+88DC U+8865
裡 裏 U+88E1 U+88CF
裡 𥚃 U+88E1 U+25683
裧 𦃖 U+88E7 U+260D6
裨 禆 U+88E8 U+7986
裮 𢃑 U+88EE U+220D1
裴 裵 U+88F4 U+88F5
裸 躶 U+88F8 U+8EB6
裹 𦆪 U+88F9 U+261AA
製 𧚳 U+88FD U+276B3
褅 䙗 U+8905 U+4657
褋 𧚦 U+890B U+276A6
褋 𧝵 U+890B U+27775
褌 㡓 U+890C U+3853
褒 襃 U+8912 U+8943
褓 緥 U+8913 U+7DE5
褚 禇 U+891A U+7987
褟 溻 U+891F U+6EBB
褢 𧙪 U+8922 U+2766A
褭 䙚 U+892D U+465A
褭 䮍 U+892D U+4B8D
褭 𠌵 U+892D U+20335
褲 袴 U+8932 U+88B4
褲 绔 U+8932 U+7ED4
褻 䙝 U+893B U+465D
褻 褺 U+893B U+893A
褻 𧃳 U+893B U+270F3
褾 𧘡 U+893E U+27621
褾 𧝼 U+893E U+2777C
襄 㐮 U+8944 U+342E
襄 𠆝 U+8944 U+2019D
襤 繿 U+8964 U+7E7F
襤 𧟋 U+8964 U+277CB
襪 袜 U+896A U+889C
襪 𤿗 U+896A U+24FD7
襪 韤 U+896A U+97E4
襪 韈 U+896A U+97C8
襮 幞 U+896E U+5E5E
襲 㦻 U+8972 U+39BB
襴 幱 U+8974 U+5E71
襻 䙪 U+897B U+466A
西 𠧧 U+897F U+209E7
西 㢴 U+897F U+38B4
覃 𪉙 U+8983 U+2A259
