# CB码, 原文字形, 近似字形, 正字, 组字式, 词频
09638,,,隸,[(上/矢)*(企-止+米)],5
09251,,𭩂,,[膗-隹+虫],5
11625,𢬹,,,[打-丁+(土*(└@土))],5
10954,𭢞,,,[打-丁+普],5
13018,,,㮑,[木*(臿-臼+(凵@(人*人)))],5
05415,𭱯,,,[泳-永+豹],5
12876,,𧵍,,[(夕*(ㄗ@、))/貝],5
07980,𬡊,,,[袖-由+巴],5
10537,𬅁,,,[木*頡],5
22278,𣑕,,,[木*丞],5
26670,𢟍,,,[厂@(林/心)],5
23077,,凉,,[冰-水+(京-口+日)],5
28918,,𡟎,,[強-弓+女],5
22553,𢸴,,,[打-丁+閻],5
22610,𫂓,,,[竺-二+耆],5
27421,,鬣,,[肆-聿+(臘-月)],5
25098,𢰲,,,[打-丁+眉],5
25251,㡱,,,[序-予+久],5
23106,,㸑,,[爂-火+(烈-列+林)],5
25140,𢹽,,,[打-丁+簪],5
21896,𥱍,,,[簐-欠+凡],5
26893,,㙛,,[土*(十/田/寸)],5
24820,𡆮,,,[囗@士],5
22605,𭳬,,,[泳-永+隸],5
22782,,弑,,[(又/木)*式],5
22469,𪆽,,,[路*鳥],5
24530,𫔝,,,[門@目],5
22697,,𨢒,,[監-皿+酉],5
22225,吂,,,[亡/口],5
26102,,,苑,[菀-夗+死],5
32454,𣳾,,,[滕-月],5
31705,𮝻,,,[辟-辛+(〦/羊)],5
28100,㯽,,,[木*(實-毌+(眉-目))],5
29824,,㬅,,[曼-又+力],5
25988,㕓,,,[壓-猒+黑],5
24171,糿,,,[糸*刀],5
25792,𥞇,,,[嵇-尤+九],5
17052,,𭋸,,[口*(上/矢)*(入/米)],5
17407,,,皴,[唆-口+芻],5
15230,㋺,,,[○@□],5
24991,𠈐,,,[仁-二+曳],5
26380,,𤱈,,[〦/(田*ㄑ)],5
23304,𬽜,,,[〦/維],5
27088,𥧼,,,[穴/(怡-台+禺)],5
26973,,榑,,[木*(十/田/寸)],5
24819,𡆥,,,[囗@卜],5
31111,𭦴,,,[日*勉],5
25133,㩨,,,[打-丁+慧],5
28818,,𨿉,,[(((巨-匚)@十)/((巨-匚)@十))*隹],5
27456,,,鋼,[銅-(一/口)+又],5
25065,𢩫,,,[打-丁+几],5
25930,𩖮,,,[颱-台+犬],5
22656,𨘬,,,[這-言+蔕],5
24461,𤯯,,,[始/生],5
24813,㕈,,,[厂@衣],5
23485,𪢵,,,[土*凡],5
15810,,𣌣,,[白/亡],5
27186,𨢗,,,[酉*(扃-戶+右)],5
24411,𨌈,,,[車*身],5
28231,,,鬘,[肆-聿+((彰-章)/万)],5
17761,𠞣,,,[利-禾+冉],5
20163,𣢾,,,[款-士+匕],5
15626,𬰀,,,[雨/泡],5
16380,,𨇘,,[(龍-月+日)/足],5
15535,⚌,,,[一/一],5
21811,昼,,,[尺/旦],5
33352,𠪾,,,[歷-止+心],5
31859,𣴎,,,[恙-心+水],5
33857,𮋡,,,[〦/(刀*ㄚ*(留-刀-田))/而],5
31912,粎,,,[米*尺],5
23684,𭥆,,,[方*亶],5
27273,,𥙡,,[社-土+(乞-乙+(舟-(、/、)+〡))],5
22964,,㤺,,[怡-台+(梳-木)],5
27166,,㹸,,[狂-王+(白/八)],5
32189,,𣃥,,[(〦/力)*(乞-乙+小)],5
30323,,䔢,華,[(傘-(企-止)+卄)-┬+ㄎ],5
30744,,啚,圖,[口/一/回],5
23229,,,,[這-言+𠁅],5
24281,䳋,,,[虫*鳥],5
04441,,𣰰,氍,[((木-(企-止)+皕)/大)*毛],5
03429,,𦀆,,[絕-巴+日],5
05918,𤨁,,,[王*(普-(美-王-大))],5
05058,𬍯,,,[王*果],5
07081,𮭸,,,[鹿/美],5
07079,,㐮,,[蘘-(〦/(口*口))+(一/(人*人))],5
13604,𪯹,,,[方*長],5
13860,𮃇,,,[禾*青],5
13951,𮭵,,,[鹿*免],5
04920,𭟎,,,[怡-台+(替-曰+貝)],5
00146,,,幻,[幻-ㄠ+糸],5
06765,,𮕗,,[虫*嬴],5
14217,𮧤,,,[兆/(革*支)],5
14222,𭤍,,,[百/(冗-几+政)],5
13421,𬊡,,,[火*忽],5
14683,𭠛,,,[擒-离+干],5
00978,𭟈,,,[怡-台+(卄/(ㄇ@人)/戍)],5
04767,𫶂,,岸,[山*岸],5
13454,𭣠,,,[簽*支],5
03228,𭐲,,,[夏*番],5
13646,𩄤,,,[霸-革+(看-目)],5
03715,,𣣋,,[(土/儿/夕)*欠],5
03710,𭊯,,,[口*(口/咢)],5
03719,,𣒏,,[木*(尤-尢+升)],5
03558,𬅈,,,[木*鄭],5
14035,,𭌯,,[口*糸*(十/甲/寸)],5
13791,𭹋,,,[王*宅],5
12746,𫫀,,,[口*(立-一+可)],5
01918,𭌦,,,[嘴-角+鳥],5
04402,𬓛,,,[示*禁],5
13803,𮠥,,,[酪-ㄆ+土],5
13842,,,隸,[(止/天)*余],5
03363,,𢮿,,[打-丁+(乖-北+比)],5
02053,𮈈,,,[糸*平],5
02507,,𫑮,,[厂@(邱-丘+墨)],5
02448,𬣁,,,[言*害],5
06662,𮒖,,,[藉-耒+糸],5
06554,𫾼,,,[肴*ㄆ],5
14120,,䍥,,[(ㄇ@(企-止))/歷],5
06589,𭤑,,,[襄*ㄆ],5
13564,𮜍,,,[蹋-日+(罩-卓)],5
13695,𭋈,,,[口*罪],5
13702,𭶰,,,[采-木+貝],5
13705,,㳷,,[淴-心+月],5
13910,𭣉,,,[打-丁+閵],5
05817,,𪭪,,[打-丁+冊],5
02242,,𡂠,,[口*(葵-天+示)],5
13501,𬾌,,,[催-隹+比],5
04325,,嗗,,[口*(骨-「+人)],5
14640,𪝍,,,[仁-二+胡],5
04336,𮣨,,,[金*(竄-臼+囚)],5
02217,𭈚,,,[咻-木+(一/旦)],5
14663,𭊿,,,[喲-勺+(一/旦)],5
07321,𮪚,,,[馬*喿],5
07232,𫃲,,,[糸*帚],5
10933,𬿳,,,[仁-二+歲],5
02214,,𢮢,搊,[打-丁+((刃/一)*(刃/一))],5
02736,𭇶,,,[口*李],4
28051,,𭋁,,[口*(參-(彰-章)+小)],4
06557,𮦠,,,[雨/昧],4
14297,𭕹,,,[居*捨],4
05674,𭘖,,,[巾*古],4
11428,𮡱,銏,,[狦-(狂-王)+金],4
23230,,,彪,[彰-章+(皮-(〡/又)+(王/巾))],4
14068,𭄨,,,[身*力],4
22318,,𥈎,瞎,[目*(曷-人+一)],4
05923,,𧁎,,[蒠-心+(冗-几+(止*(ㄇ/又)))],4
10168,𮩸,,,[馬-(烈-列)+(?*中)],4
05393,𭔠,,,[害*空],4
06085,,,窪,[宋-木+注],4
04838,,悤,,[恩-大+夕],4
04048,𫇃,,,[月*麗],4
23240,,𥆴,,[(前-刖+((必-心)*、*、*、)*寸)/日],4
02473,𭶝,𧤲,,[烈-列+(角*豕)],4
02138,𭘆,,巫,[巫-工+王],4
14284,𭎊,,,[白/土],4
14091,𮍖,,,[彥-文+自],4
22299,𣐯,,,[出/木],4
22587,𤝯,,,[狂-王+伏],4
25072,𪭟,,,[打-丁+午],4
25469,𥘏,,,[社-土+干],4
14384,𥚴,,,[示*頁],4
11569,,疒,,[(病-丙)-〦+一],4
22956,𧩑,,,[言*(口/└/月)],4
14118,𮑻,,,[莊-士+(幅-巾)],4
24040,䂸,,,[石*或],4
01517,𭖛,,,[山/水/凵],4
01558,𭔔,,,[宋-木+(袖-由+衣)],4
25838,𨱰,,,[肆-聿+弗],4
09703,𤉢,,,[象-(豕-一)+(焉-正)],4
05623,𫄻,,,[缶*隹],4
18717,𫏸,,軛,[車*危],4
24067,𥞴,,,[禾*告],4
28143,,船,,[舟*(美-(王/大)+口)],4
25073,𢪮,,,[打-丁+木],4
10610,𭿍,,,[目*重],4
16333,,𩪸,,[骨*(歷-秝+林)],4
05411,𭝏,,,[怡-台+兩],4
21762,𣂐,,,[(奭-人+大)*斗],4
14445,𪮧,,,[打-丁+庸],4
21232,㐆,,,[殷-殳],4
14305,𭛟,,,[彳*去],4
01748,𮊇,,,[(ㄇ@人)/沓],4
23859,㱸,,,[歹*辟],4
24575,䫜,,,[幽*頁],4
17697,𫺭,,,[怡-台+怠],4
14153,𬚜,,,[耳*兌],4
09412,,𤝵,,[狂-王+(山/王)],4
03628,,𭌽,,[口*娕*頁],4
28745,𮫉,,,[肆-聿+((彰-章)/(罩-卓+万))],4
02349,𮫶,,,[魚*(希-巾+ㄙ)],4
14678,,缹,,[缹-午+千],4
13955,𭖞,,,[山*ㄠ*ㄠ],4
05496,𬟼,,,[虫*末],4
25218,㠻,,,[孝-子+巾],4
13974,𮑸,,,[薤-歹+方],4
23565,㜾,,,[孑*介],4
26132,𦵰,,,[蕢-貝+田],4
13841,𮇦,,,[(止/凶)*米],4
15237,𫷊,,,[巾*真],4
27023,,,抵,[打-丁+(一/ㄠ)],4
13802,𮜽,,,[身*親],4
05812,,,瀫,[溹*殳],4
13822,𮞣,,,[迄-乙+虫],4
31353,,逓,遞,[遞-虎+巿],4
25640,㾉,,,[病-丙+令],4
13818,𭰨,,,[洰*巳],4
01597,𭶜,,,[烈-列+(彳*〡*晏)],4
01587,𮢪,,,[金*剛],4
03801,,,薑,[木*薑],4
03270,,𠴊,,[口*(口/口)],4
08084,,,育,[ㄊ/肉],4
16926,𬒮,,,[示*夬],4
25413,涁,,,[泳-永+杉],4
16443,𫊺,,,[虫*糸],4
16848,𭹄,,,[王*而],4
13674,𭽊,,,[白/巳],4
24763,𣜦,,,[道/木],4
05917,𭶛,,,[火*(敻-人+(〡*〡))],4
04742,𭯺,,,[泳-永+壬],4
00751,,𣫪,,[(穀-(一/禾)+米)/會],4
17794,,𮏡,,[卄/(必*也)],4
25691,䬵,,,[飢-几+亥],4
04793,𡇜,,,[囗@舌],4
04821,𬂣,,,[木*介],4
26769,,頲,,[(廷-壬+手)*頁],4
25599,𮃢,,,[秋/〦/日],4
23102,,颰,,[颱-台+(乏-之+犮)],4
28200,,𤺁,,[病-丙+((〡*日)/成)],4
13920,𬲎,,,[飢-几+毛],4
22296,,,兕,[凹/兀],4
05994,𬓲,,禎,[禾*貞],4
02160,𭅧,,,[甚*升],4
02090,𮏜,,,[卄/(狂-王+包)],4
13371,𪪛,,,[序-予+虐],4
02179,𮆋,,蔑,[篾-戍+(冗-几+代)],4
09537,,蠃,,[蠃-亡+(└@人)],4
24707,𪀊,,,[鳥*句],4
03194,,拽,,[扰-尢+曳],4
07588,,䖟,,[(└@人)/虫],4
12979,,𤅢,,[泳-永+(蘥-(一/口))],4
34046,𬜒,,,[舟*己],4
17246,𮪌,,,[馬*甾],4
13820,𭃶,,,[利-禾+昜],4
14341,,顖,,[頠-厄+((囗@乂)/心)],4
06759,𫂾,,,[米*因],4
25425,㴜,,,[泳-永+扁],4
05686,𮩮,,,[香*逮],4
13708,𦾜,,藐,[卄/(豸*?*艮)],4
13707,𪬈,,整,[(束*力)/心],4
02096,𫫰,,,[口*舜],4
05486,𬒀,,砥,[石*氏],4
14286,𭄥,,,[如/力],4
09385,𥈎,,瞎,[目*(曷-人+乂)],4
08488,𩍘,,,[革*匍],4
05452,㊐,,,[○@日],4
13759,,𥙖,,[示*共],4
03133,𭘰,,,[巾*尃],4
32312,𭭕,,,[(共-八+隹)*欠],4
32163,,遷,,[這-言+(栗-木+冬)],4
14591,,,,[○@内],4
08233,,㷎,暍,[火*(曷-人+乂)],4
04807,𦿾,,,[黍-禾+莉],4
15909,瞤,,,[瞷-日+壬],4
23085,,虬,,[乳-孚+(乏-之+虫)],4
22733,,,挺,[侹-壬+手],4
23809,㮻,,,[木*蚤],4
23866,坔,,,[水/土],4
10160,,𦘣,,[訊-言+畫],4
14195,𭺟,,,[虺-兀+瓦],4
26357,,𢛳,,[(德-彳)-一],4
22783,,,穎,[(上/天)*余],4
09577,菁,,,[卄/生/(月-二+┴)],4
24897,𩮆,,,[髟/則],4
00011,𬃖,,,[(索-糸)/石/木],4
14174,𭅄,,,[句-口+又],4
22658,𡕎,,,[壹-豆+磊],4
13481,𮕍,,嗽,[虫*數],4
01631,𮂐,,,[聲-耳+示],4
12547,,圪,,[坫-口+乙],4
24228,,,耽,[耳*亢],4
22640,𩚖,,,[飢-几+丑],4
04202,𪎟,,,[序-予+榃],4
31694,,縛,,[糸*(十/甲/寸)],4
27543,,𮢦,,[鋗-口+(口/└)],4
04814,𮝂,,,[車*(入/十)],4
22727,𣼞,,,[沎-匕+品],4
25840,瓺,,,[肆-聿+瓦],4
14133,𭌤,,,[口*螫],4
25592,𦧓,,,[施-方+舌],4
33130,𨮁,,,[金*粵],4
22583,㪣,,,[改-己+高],4
28641,,,鬘,[肆-聿+(彰-章+(曼-又+(万-一)))],4
15731,𭍬,,,[囗@責],4
31733,,,羲,[怡-台+(羲-ㄎ+乃)],4
31862,,䋄,,[細-十+又],4
24065,秳,,,[禾*舌],4
30180,𭗲,,巇,[山/戲],4
00903,𭣨,,,[改-己+斥],4
25345,𢖯,,,[怡-台+几],4
18133,𬻻,,匡,[└@主],4
13558,𮈘,,,[繹-幸+亡],4
03717,,𭉾,,[口*(十/甲/寸)],4
10209,𬸽,,,[鹿/耳],4
10924,,𣢜,,[ㄠ*刀*欠],4
25076,拤,,,[打-丁+卡],4
13991,𭌣,,,[口*翳],4
07076,,崡,,[山*(凵@(口*了*又))],4
06986,,栧,,[木*(尤-尢+曳)],4
14033,𮒧,,,[薩-產+(米/舛)],4
04801,𪫭,,,[怡-台+考],4
07290,𫒛,,,[金*字],4
03745,𮮅,,,[(麩-夫+欠)-來+(素-糸)],4
01996,𮤍,,,[門@台],4
03629,𫢷,,停,[仁-二+享],4
00988,𭯅,,,[聲-耳+會],4
06223,,,䴬,[(麥-大+十)*戈],4
22377,䜠,,,[言*質],4
16105,,堍,,[土*免],4
06987,𪮮,,撠,[打-丁+(卓*戈)],4
14110,,耩,,[耒*(世/冉)],4
26601,,詣,,[言*(〦/日)],4
02995,𫁸,,茂,[竺-二+戊],4
14664,𮊐,,罽,[罩-卓+(羊*毛)],4
31975,,指,,[掯-止+上],4
08807,㥒,,,[怡-台+釆],4
03617,𩑦,,,[殳*頁],4
13523,𭳱,,,[泳-永+覆],4
13476,𭻈,,,[去/甲],4
13729,𣐋,,,[木*戊],4
24650,𩨒,,,[骨*几],4
32225,祢,,,[社-土+(乞-乙+小)],4
27290,,𨮘,,[金*(實-毌+尸)],4
23584,𡱻,,,[尸@亞],4
13542,𮇕,,,[米*吉],4
27704,,嚩,,[口*糸*(十/田/寸)],4
13433,𬽯,,,[仁-二+叵],4
09774,,鶄,,[(生/(同-(一/口)+┴))*鳥],4
23203,,𠽁,,[口*(皮-(〡/又)+(王/匆))],4
22772,𩓋,,,[(〦/米)*頁],4
26068,,紱,,[紝-士+犮],4
02707,,𫕈,,[阿-可+(曷-人+乂)],4
23076,,𢷤,,[打-丁+(實-毌+尸)],4
27805,𪵬,,,[泳-永+(白-日+几)],4
13698,𭿯,,,[目*褱],4
25487,𮁽,,,[社-土+矣],4
12578,,𪅏,鷇,[愨-心+鳥],4
14623,𮔩,,,[虫*致],4
17038,,𠼝,,[口*(鯬-魚+木)],4
11360,,𨉈,,[身*(廷-壬+手)],4
03611,𪐭,,,[黑*(企-止+ㄎ)],4
13435,𭀆,,,[仁-二+頭],4
06135,𫹣,,,[嘹-口+彳],4
22444,䰝,,,[鬲*曾],4
23604,𪩓,,,[山/華],4
22241,𡎎,,,[土*咠],4
13943,𪻕,,,[王*古],4
03838,𫒁,,,[里*巿],4
14039,𮐊,,,[卄/眠],4
06563,𮭉,,,[脊/鳥],4
23002,𢀋,,,[巢*(虎-儿+巾)],4
23495,,,垢,[土*舌],4
15372,㊛,,,[○@女],4
13406,𭕠,,,[尸@垂],4
22481,県,,,[縣-系],4
22311,𤱐,,,[田*疋],4
24453,𢛁,,,[制/心],4
24418,𨏴,,,[車*聶],4
09657,,殄,,[(餐-食)-又+(珍-王)],4
04567,𪫤,,,[怡-台+允],4
22817,,𭥲,,[日*(〦/日)],4
14086,𭲆,,,[泳-永+徛],4
21830,,舍,,[合-一+上],4
24830,徍,,,[彳*圭],4
25911,𡵨,,,[敲-高+山],4
14304,𮝪,,,[鼓/車],4
15486,𭥚,,,[日/水],4
14248,𬿾,,,[攸-ㄆ+葉],4
22075,,颰,,[颳-古+友],4
23436,𠵇,,,[口*奇],4
22227,噖,,,[口*琴],4
13621,𮜼,,,[身*僉],4
31798,𫵔,,,[尸@月],4
07431,𫾕,,,[打-丁+慕],4
30437,𭹀,,珍,[王*(人/小)],4
15838,,賸,,[腠-天+貝],4
02299,𬮼,,,[阿-可+欠],4
25660,,,廡,[病-丙+無],4
13632,𮞕,,,[迅-十+衣],4
03206,𭧤,,,[日*奢],4
23909,,,瑙,[王*忽],4
13960,𮆒,,,[竺-二+渠],4
14336,𧟯,,虧,[垔*(企-止+ㄎ)],4
14574,𭖜,,,[水/仚],4
25650,𤷣,,,[病-丙+垂],4
24257,𣐻,,,[艮/木],4
28316,𣲐,,,[泳-永+(牙-(必-心)+?)],4
16958,𫩗,,,[口*叉],4
23140,𭜴,,,[怡-台+(刀/(刀*刀))],4
14334,𮍚,,,[自*(尤-尢+曳)],4
02264,𫆚,,,[月*由],4
23101,,麖,,[塵-土+(京-口+日)],3
22489,𩑒,,,[乇*頁],3
22710,𣴔,,,[濂-兼+干],3
21687,𮛱,,,[跳-兆+勃],3
33065,纐,,,[絞*頁],3
31696,𪎗,,,[序-予+(林/日)],3
13603,𭘔,,,[巾*午],3
13608,𮏠,,,[茫-亡+代],3
04468,𮒉,,,[菟-?+?],3
06998,𮑹,,,[藋-隹+(黍-禾)],3
04386,𡒅,,,[壙-黃+((乏-之+土)/回)],3
13958,𭎯,,,[坦-一+月],3
14673,𭌷,,,[(伿-口+且)/(口*口*口*口)],3
14608,𭉫,,,[口*修],3
14270,𭙰,,,[序-予+(並-(前-刖)+吉)],3
14117,𮠇,,,[邱-丘+(取/氏)],3
30196,𧲣,豺,,[豸*寸],3
05541,𫺬,,,[怡-台+屏],3
13554,𬚳,,,[眉-目+月],3
13565,,𩖢,,[颱-台+(犮-乂+ㄙ)],3
23795,㭲,,,[木*谷],3
15397,𮎎,,,[舟*呂],3
30181,𣛟,,,[木*掌],3
16332,𪚊,齾,齾,[鬳*(犬/齒)],3
14067,𮚩,,,[貝*蒙],3
06721,,𤺺,癉,[病-丙+(亶-旦+且)],3
15542,𪾾,,,[目*答],3
14049,𭦥,,,[日*府],3
31770,,,譬,[((辟-辛)/言)*(〦/羊)],3
14090,𮅦,,,[竺-二+柺],3
15381,𭖷,,,[山*急],3
14046,𭖉,,,[山*冘],3
14607,𭈲,,,[口*垣],3
14093,𮒒,,,[茫-亡+鳥],3
14076,𮭞,,,[獨*鳥],3
16635,𫺣,,,[怡-台+炭],3
14112,,𪅖,,[(券-刀+臼)*鳥],3
06680,𭾑,,,[(臣*舌)/皿],3
14119,𮨗,,,[(十/田/方)*頁],3
09773,,𢙷,,[(工*(几-(厂-一)+手))/心],3
14671,𭌛,,,[(伿-口+且)/卄/(口*口)],3
28027,𦰜,,,[卄/(阿-可+(施-方))],3
30288,彂,,發,[(並-(前-刖))/(弓*矢)],3
32184,𭳯,,,[泳-永+齋],3
33399,,𤎼,,[((〦/且)*尤)/火],3
14042,𭏋,,,[土*柔],3
14635,𭅗,,,[匚@田],3
24278,𬠞,,,[虫*飛],3
04811,,斵,,[(卬/亞)*斤],3
13726,,泟,,[沃-大+止],3
22770,,𣮉,,[(〦/米)*毛],3
22776,,,罛,[(ㄇ@人)/瓜],3
14048,𭥼,,,[日*亦],3
25002,㑮,,,[仁-二+軍],3
21079,,𫀃,,[示*內],3
06646,𫌅,,,[袖-由+昜],3
14083,𭜸,,,[怡-台+孝],3
13919,𭴯,,,[烈-列+余],3
14044,𭒫,,,[女*數],3
28111,𢵍,,,[打-丁+((歹*歹)/木)],3
22971,,𭣠,,[竺-二+(僉*支)],3
02438,,螕,,[虫*(毘-十+ㄨ)],3
29297,,掴,摑,[摑-或+王],3
05637,𮭚,,,[翠*鳥],3
14178,𭢜,,,[打-丁+進],3
05617,𮈍,,,[共/糸],3
13446,𭫃,,,[木*弇],3
05648,𮥗,,,[阿-可+茶],3
23339,𦹝,,,[卄/動],3
05657,𮦍,,,[雨/(?*ㄗ)],3
05593,𭇭,,,[口*妄],3
18262,,𢨪,,[房-万+巳],3
05628,𮓻,,,[虫*冘],3
22903,,,莣,[(蓲-品+一)/心],3
05666,𭵏,,,[煙-西+(光-兀+口)],3
02078,𭞧,,僰,[棘/心],3
05661,𮔞,,,[(妳-女+歹)/虫],3
03016,𪻢,,,[王*折],3
03025,𭣆,,,[摯-丸+炎],3
23189,㷗,,,[烈-列+(〡*(耜-耒+巳))],3
06508,𭾯,,,[目*危],3
13745,𭮝,,,[乳-孚+殞],3
13853,,𡙘,,[弇-(一/口)+(茲-卄)],3
02059,𮚱,,,[赤*負],3
13793,𮁿,,,[示*奈],3
03289,𭋼,,,[口*慕],3
13843,𭭲,,,[(止/石)*谷],3
15209,𮪀,,,[駋-口+巴],3
33979,𭶢,,爇,[烈-列+蓻],3
13831,𮟋,,,[這-言+萎],3
27010,,匄,,[句-口+(匚@一)],3
33869,𫨂,,,[厂@巾],3
13813,𮬳,,,[鳥*死],3
23375,,䰟,,[ㄊ/鬼],3
03432,𫅑,,,[羊*旦],3
22419,,𣂰,,[曷*片],3
13804,𮨒,,,[周*頁],3
13792,𭽉,,,[白*乇],3
13600,𮦱,,虧,[霍*(前-刖+ㄅ)],3
14676,𭂘,,,[冰-水+胥],3
13798,𮊭,,,[羊*底],3
13584,𭡗,,,[打-丁+咎],3
13795,𭭉,,,[交*欠],3
13805,𭾃,,,[招/皿],3
13780,𭋭,,,[口*誦],3
05964,𭮔,,,[歹*里],3
13676,𭘄,,,[工*兀],3
04213,𭱻,蒤,,[泳-永+荼],3
01371,,𨶜,,[鬥@(豆*斗)],3
13808,𮤖,,,[門@放],3
14654,𮜐,,,[跳-兆+离],3
28915,,𭞺,,[怡-台+(烈-列+(〡*(頤-頁+巳)))],3
05210,𮢿,,,[金*戠],3
22562,,,肉,[向-口+又],3
13755,𮟤,,,[這-言+臨],3
13765,𭔳,,,[(得-彳)*也],3
02182,𭅛,,,[匚@泠],3
13512,,䁾,,[目*(卄/(ㄇ@儿)/戍)],3
02164,𭞓,,,[推/心],3
02093,𮐉,,,[卄/挨],3
08571,𬀷,,,[殤-歹],3
14575,𭹪,,,[王*迮],3
10556,,𣬇,,[比/功],3
02142,𮘰,,,[言*執],3
02186,𮘍,,,[旃-方+言],3
02128,𮇚,,,[米*(乏-之+(犮-乂+又))],3
01832,𫪈,,,[口*系],3
02119,𮀓,,,[石*宁],3
14651,𭕳,,,[啗-口+尾],3
02109,炇,,,[火/ㄆ],3
25415,㳶,,,[泳-永+乳],3
05476,𮍄,,,[月*臧],3
03147,𭻀,,,[田*戈],3
31714,𩔫,,,[類-犬+(八/ㄅ)],3
31735,,邁,,[這-言+(前-刖+禺)],3
29821,,㲉,鷇,[穀-(一/禾)+卯],3
14598,𭶐,,,[烈-列+((日/女)*艮)],3
21009,,𫚱,,[勾*鳥],3
15273,,𭾡,,[旦/(巢-果)],3
14592,𬼋,,,[那-(邱-丘)+尹],3
05971,𭸸,,,[王*反],3
25730,𡊊,,,[耜-耒+土],3
14581,𬾸,,,[仁-二+恃],3
25151,㩎,,,[打-丁+猒],3
14593,𭋕,,,[咐-寸+(亡/隹)],3
21592,𬫑,,,[金*行],3
24909,𪒞,,,[猒/黑],3
22915,𡜪,,,[女*(巢-果+山)],3
04180,𪝜,,,[仁-二+師],3
14666,,𧄞,,[卄/((日/八)*鳥)],3
22389,𨎨,,,[車*貴],3
14586,𮕭,,,[袖-由+升],3
27330,𣷢,,,[涓-口+(口/└)],3
14597,𮄉,,,[穴/(跳-兆+(利-禾))],3
14583,𭢤,,檟,[打-丁+賈],3
25149,𢳐,,,[打-丁+剬],3
03723,,𡲭,,[尾*(尤-尢+曳)],3
14015,𮥤,,,[阿-可+童],3
13591,𭥁,,,[方*旁],3
25360,㥓,,,[怡-台+奇],3
14034,𭪽,,,[木*((└@口)/目)],3
15454,㋑,,,[○@(仁-二)],3
31695,宫,,宮,[宋-木+(口/口)],3
31844,䮮,,,[馬*麥],3
14193,𮥰,,,[阿-可+親],3
31882,,兠,,[(比-匕+(白*匕))/儿],3
14025,𭴶,,,[火*(甬-用+田)],3
24739,𩕏,,,[番*頁],3
15459,㊂,,,[○@(─/─/─)],3
15529,⭙,,,[○@╳],3
27867,𩚸,,,[飢-几+(乞-乙+小)],3
25303,𤢡,,,[狂-王+鼠],3
26343,𭐋,,,[(害*谷)/土],3
16789,𮦒,,,[雨/貝],3
24242,𦥶,,,[臼*男],3
13581,𬊕,,,[火*免],3
14019,𮜘,,,[跳-兆+絡],3
06151,,芈,,[(┤*├)/干],3
15440,⦵,,,[十-〡+○],3
13998,𭬬,,,[木*築],3
25077,㧕,,,[打-丁+卯],3
13996,䏙,,,[月*冘],3
25521,箟,,,[竺-二+昆],3
23870,𤬬,,,[火*瓦],3
17736,𭼞,,,[病-丙+恙],3
24335,𧥶,,,[言*王],3
24217,𣭢,,,[老*毛],3
24211,𦎢,,,[羊*亟],3
25403,汿,,,[泳-永+予],3
07107,𫩔,,,[口*亡],3
14001,𭸁,,,[申*犬],3
14658,𬼮,,,[(田/廾)*也],3
13615,𭧱,,,[日*普],3
03740,,𮂄,隸,[(上/示)*(企-止+禾)],3
17099,𪰙,,,[日*吉],3
14023,,嚟,,[口*(黎-ㄉ+刀)],3
03713,𡦗,,,[子*(十/田/?)],3
22360,蚏,,,[虫*月],3
15587,糭,,粽,[米*(夌-土+(鬯-匕))],3
13790,𭹂,,,[王*它],3
16025,㊋,,,[○@火],3
22288,𤇶,,,[火*丞],3
22210,䓫,,,[卄/奇],3
04599,,𢼠,敓,[(毤-八+ㄙ)-毛+ㄆ],3
29330,𭿜,,,[眝-丁+具],3
13644,,䥐,,[務/(企-止+?)],3
05588,𮐅,,,[卄/栽],3
23440,喛,,,[口*爰],3
16321,𬄈,,,[柩-久+扁],3
04593,,𧐎,,[虫*(不/見)],3
14629,𭞇,,,[亭*必],3
28268,𦉳,,,[网-(ㄨ*ㄨ)+(又*又)],3
26150,,𤓟,,[爂-火+焱],3
23250,,𭋹,,[口*(上/天)*(企-止+米)],3
04219,𫔻,,,[阿-可+文],3
13623,𮩲,,,[馬*匕],3
25112,𭢌,,,[打-丁+條],3
25019,𠐿,,,[仁-二+薨],3
25068,𢩮,,,[打-丁+弋],3
03219,𫃬,,,[糸*叔],3
01156,𭝭,,,[怡-台+怨],3
24342,誎,,,[言*束],3
01588,𮤉,,,[門@欠],3
14630,𭝴,,,[活/心],3
27285,𨬃,,,[金*(穴/ㄙ/心)],3
06720,𨽥,,,[阿-可+(止/少/馬)],3
13455,𪽤,,,[畾/且],3
14633,𮯖,,,[齒*菁],3
07175,𬄏,,,[木*第],3
25860,𬦤,,,[跳-兆+牙],3
22545,掓,,,[打-丁+叔],3
04813,𮈩,,,[絹-月+虫],3
05012,𮡗,,,[利/里],3
24635,𩢪,,,[馬*古],3
24347,𧩦,,,[言*亟],3
00699,𭩂,𦞲,,[月*蚩],3
27182,𮝛,,,[車*(口/└/月)],3
13449,𮙯,,,[貝*久],3
24337,𧦭,,,[言*他],3
29807,,𭋹,,[口*(款-欠+(入/米))],3
25097,𢰦,,,[打-丁+春],3
27237,𬈀,,,[泳-永+(文/月)],3
07447,𭃤,,,[利-禾+豸],3
11338,,脋,,[刀/(刀*刀)/肉],3
24987,㑀,,,[仁-二+太],3
09108,𮨘,,囂,[(耜-耒)*頁*(耜-耒)],3
